"source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"Endothelial","TAM_CLEC_LAM","MIF","CD74_CXCR4",0.0456495300469556,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"MSC","TAM_CLEC_LAM","MIF","CD74_CXCR4",0.0829299063057719,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"Pericyte","TAM_CLEC_LAM","MIF","CD74_CXCR4",0.0469618861992049,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"T_NK","TAM_CLEC_LAM","MIF","CD74_CXCR4",0.0436935080574546,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"TAM_CLEC_LAM","TAM_CLEC_LAM","MIF","CD74_CXCR4",0.0355001029049281,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"TIM","TAM_CLEC_LAM","MIF","CD74_CXCR4",0.0370704671842737,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"Tumor","TAM_CLEC_LAM","MIF","CD74_CXCR4",0.160007422449809,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"Endothelial","TAM_other","MIF","CD74_CXCR4",0.0498178570559953,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"MSC","TAM_other","MIF","CD74_CXCR4",0.0901806897105049,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"Pericyte","TAM_other","MIF","CD74_CXCR4",0.0512436120011236,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"T_NK","TAM_other","MIF","CD74_CXCR4",0.0476921533838534,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"TAM_CLEC_LAM","TAM_other","MIF","CD74_CXCR4",0.038779328695525,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"TAM_other","TAM_other","MIF","CD74_CXCR4",0.0367236296631855,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"TIM","TAM_other","MIF","CD74_CXCR4",0.040488661735161,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"Tumor","TAM_other","MIF","CD74_CXCR4",0.172728006687428,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"Endothelial","TIM","MIF","CD74_CXCR4",0.0339753344637803,0.02,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"MSC","TIM","MIF","CD74_CXCR4",0.0623446223493723,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"Pericyte","TIM","MIF","CD74_CXCR4",0.0349643707374871,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"Tumor","TIM","MIF","CD74_CXCR4",0.122852603753412,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"Tumor","Tumor","MIF","CD74_CXCR4",0.0487954930875329,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"Tumor","MSC","MIF","CD74_CD44",0.0265851227423995,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"MSC","Osteoclast","MIF","CD74_CD44",0.0336921247631257,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"Tumor","Osteoclast","MIF","CD74_CD44",0.0684208812609632,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"MSC","T_NK","MIF","CD74_CD44",0.0430307643892588,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"Pericyte","T_NK","MIF","CD74_CD44",0.0239163414551781,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"Tumor","T_NK","MIF","CD74_CD44",0.0865235767540609,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"Endothelial","TAM_CLEC_LAM","MIF","CD74_CD44",0.0393884744210545,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"MSC","TAM_CLEC_LAM","MIF","CD74_CD44",0.0719411088450276,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"Pericyte","TAM_CLEC_LAM","MIF","CD74_CD44",0.0405284784347557,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"T_NK","TAM_CLEC_LAM","MIF","CD74_CD44",0.0376901352912882,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"TAM_CLEC_LAM","TAM_CLEC_LAM","MIF","CD74_CD44",0.0305864763723887,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"TAM_other","TAM_CLEC_LAM","MIF","CD74_CD44",0.0289520006139995,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"TIM","TAM_CLEC_LAM","MIF","CD74_CD44",0.0319466834013928,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"Tumor","TAM_CLEC_LAM","MIF","CD74_CD44",0.14036858082126,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"Endothelial","TAM_other","MIF","CD74_CD44",0.0389514670536671,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"MSC","TAM_other","MIF","CD74_CD44",0.0711696943718138,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"Pericyte","TAM_other","MIF","CD74_CD44",0.0400793506616237,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"T_NK","TAM_other","MIF","CD74_CD44",0.0372712395734336,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"TAM_CLEC_LAM","TAM_other","MIF","CD74_CD44",0.0302440508088589,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"TAM_other","TAM_other","MIF","CD74_CD44",0.0286273331740767,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"TIM","TAM_other","MIF","CD74_CD44",0.0315895260989539,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"Tumor","TAM_other","MIF","CD74_CD44",0.138973302633445,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"Endothelial","TIM","MIF","CD74_CD44",0.0358090985243468,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"MSC","TIM","MIF","CD74_CD44",0.0656055857106539,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"Pericyte","TIM","MIF","CD74_CD44",0.0368494801722962,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"T_NK","TIM","MIF","CD74_CD44",0.0342595894986287,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"TAM_CLEC_LAM","TIM","MIF","CD74_CD44",0.0277838357938787,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"TAM_other","TIM","MIF","CD74_CD44",0.0262950647526912,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"TIM","TIM","MIF","CD74_CD44",0.0290231384305991,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"Tumor","TIM","MIF","CD74_CD44",0.12884357447006,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"TAM_CLEC_LAM","MSC","TNFSF12","TNFRSF12A",0.00244268075974115,0,"TNFSF12_TNFRSF12A","TNFSF12 - TNFRSF12A","TWEAK","Secreted Signaling","KEGG: hsa04060"
"TAM_CLEC_LAM","Osteoclast","TNFSF12","TNFRSF12A",0.00205394805896659,0,"TNFSF12_TNFRSF12A","TNFSF12 - TNFRSF12A","TWEAK","Secreted Signaling","KEGG: hsa04060"
"TAM_CLEC_LAM","Tumor","TNFSF12","TNFRSF12A",0.0024423512375836,0,"TNFSF12_TNFRSF12A","TNFSF12 - TNFRSF12A","TWEAK","Secreted Signaling","KEGG: hsa04060"
"Osteoclast","MSC","SPP1","CD44",0.0412739617725875,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"TAM_CLEC_LAM","MSC","SPP1","CD44",0.00478978760106167,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"TIM","MSC","SPP1","CD44",0.00469336521441827,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"Tumor","MSC","SPP1","CD44",0.00648251141007903,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"Osteoclast","Osteoclast","SPP1","CD44",0.0923475242862535,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"TAM_CLEC_LAM","Osteoclast","SPP1","CD44",0.0112464002263106,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"TIM","Osteoclast","SPP1","CD44",0.0110214403142324,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"Tumor","Osteoclast","SPP1","CD44",0.0151860901340084,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"Osteoclast","Pericyte","SPP1","CD44",0.0364186698602084,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"TAM_CLEC_LAM","Pericyte","SPP1","CD44",0.00420750217944431,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"TIM","Pericyte","SPP1","CD44",0.00412275312098479,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"Tumor","Pericyte","SPP1","CD44",0.00569562244889127,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"Osteoclast","T_NK","SPP1","CD44",0.125791106897641,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"TAM_CLEC_LAM","T_NK","SPP1","CD44",0.0158315685395371,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"TIM","T_NK","SPP1","CD44",0.0155163315409512,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"Tumor","T_NK","SPP1","CD44",0.0213428027919451,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"Osteoclast","TAM_CLEC_LAM","SPP1","CD44",0.130551980657908,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"TAM_CLEC_LAM","TAM_CLEC_LAM","SPP1","CD44",0.0165093462574768,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"TIM","TAM_CLEC_LAM","SPP1","CD44",0.0161808352871849,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"Tumor","TAM_CLEC_LAM","SPP1","CD44",0.0222511917603253,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"Osteoclast","TAM_other","SPP1","CD44",0.135314544680975,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"TAM_CLEC_LAM","TAM_other","SPP1","CD44",0.0171938832697829,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"TIM","TAM_other","SPP1","CD44",0.0168519844487072,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"Tumor","TAM_other","SPP1","CD44",0.0231681979659783,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"Osteoclast","TIM","SPP1","CD44",0.156856108126441,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"TAM_CLEC_LAM","TIM","SPP1","CD44",0.0203741624547115,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"TIM","TIM","SPP1","CD44",0.0199703090762647,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"Tumor","TIM","SPP1","CD44",0.0274226872270909,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"Osteoclast","Osteoclast","SPP1","ITGAV_ITGB1",0.0537585804292193,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"TAM_CLEC_LAM","Osteoclast","SPP1","ITGAV_ITGB1",0.00631125900380411,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"TIM","Osteoclast","SPP1","ITGAV_ITGB1",0.00618439846957775,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"Tumor","Osteoclast","SPP1","ITGAV_ITGB1",0.00853706249160985,0,"SPP1_ITGAV_ITGB1","SPP1 - (ITGAV+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"Osteoclast","Endothelial","SPP1","ITGA5_ITGB1",0.046536088763734,0,"SPP1_ITGA5_ITGB1","SPP1 - (ITGA5+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"TAM_CLEC_LAM","Endothelial","SPP1","ITGA5_ITGB1",0.00542677952233936,0,"SPP1_ITGA5_ITGB1","SPP1 - (ITGA5+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"TIM","Endothelial","SPP1","ITGA5_ITGB1",0.00531760247810878,0,"SPP1_ITGA5_ITGB1","SPP1 - (ITGA5+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"Tumor","Endothelial","SPP1","ITGA5_ITGB1",0.0073429570251099,0,"SPP1_ITGA5_ITGB1","SPP1 - (ITGA5+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"Osteoclast","Osteoclast","SPP1","ITGA5_ITGB1",0.023678355085472,0,"SPP1_ITGA5_ITGB1","SPP1 - (ITGA5+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"TAM_CLEC_LAM","Osteoclast","SPP1","ITGA5_ITGB1",0.00270397390727872,0,"SPP1_ITGA5_ITGB1","SPP1 - (ITGA5+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"TIM","Osteoclast","SPP1","ITGA5_ITGB1",0.00264942889303319,0,"SPP1_ITGA5_ITGB1","SPP1 - (ITGA5+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"Tumor","Osteoclast","SPP1","ITGA5_ITGB1",0.00366227812771546,0,"SPP1_ITGA5_ITGB1","SPP1 - (ITGA5+ITGB1)","SPP1","Secreted Signaling","PMID: 21907263"
"TIM","MSC","RETN","CAP1",0.0032188016842687,0,"RETN_CAP1","RETN - CAP1","RESISTIN","Secreted Signaling","PMID: 30809105"
"TIM","Osteoclast","RETN","CAP1",0.00781959738269346,0,"RETN_CAP1","RETN - CAP1","RESISTIN","Secreted Signaling","PMID: 30809105"
"TIM","Pericyte","RETN","CAP1",0.00483539337643021,0,"RETN_CAP1","RETN - CAP1","RESISTIN","Secreted Signaling","PMID: 30809105"
"TIM","T_NK","RETN","CAP1",0.00502839938572904,0,"RETN_CAP1","RETN - CAP1","RESISTIN","Secreted Signaling","PMID: 30809105"
"TIM","TAM_CLEC_LAM","RETN","CAP1",0.00503394662309659,0,"RETN_CAP1","RETN - CAP1","RESISTIN","Secreted Signaling","PMID: 30809105"
"TIM","TAM_other","RETN","CAP1",0.00474982875448198,0,"RETN_CAP1","RETN - CAP1","RESISTIN","Secreted Signaling","PMID: 30809105"
"TIM","TIM","RETN","CAP1",0.00508667659944056,0,"RETN_CAP1","RETN - CAP1","RESISTIN","Secreted Signaling","PMID: 30809105"
"Pericyte","Endothelial","ANGPT2","ITGA5_ITGB1",0.00568272416573591,0,"ANGPT2_ITGA5_ITGB1","ANGPT2 - (ITGA5+ITGB1)","ANGPT","Secreted Signaling","PMID: 20651738; PMID: 25635707"
"Pericyte","Osteoclast","ANGPT2","ITGA5_ITGB1",0.00292932830532738,0,"ANGPT2_ITGA5_ITGB1","ANGPT2 - (ITGA5+ITGB1)","ANGPT","Secreted Signaling","PMID: 20651738; PMID: 25635707"
"MSC","MSC","MDK","SDC2",0.00873616690004827,0,"MDK_SDC2","MDK - SDC2","MK","Secreted Signaling","PMID: 28356350"
"Pericyte","MSC","MDK","SDC2",0.00465878542666008,0,"MDK_SDC2","MDK - SDC2","MK","Secreted Signaling","PMID: 28356350"
"MSC","Pericyte","MDK","SDC2",0.00893095759768069,0,"MDK_SDC2","MDK - SDC2","MK","Secreted Signaling","PMID: 28356350"
"Pericyte","Pericyte","MDK","SDC2",0.00476309941689759,0,"MDK_SDC2","MDK - SDC2","MK","Secreted Signaling","PMID: 28356350"
"MSC","Tumor","MDK","SDC4",0.00635556479196037,0,"MDK_SDC4","MDK - SDC4","MK","Secreted Signaling","PMID: 28356350"
"Pericyte","Tumor","MDK","SDC4",0.0033854734966601,0,"MDK_SDC4","MDK - SDC4","MK","Secreted Signaling","PMID: 28356350"
"MSC","Endothelial","MDK","ITGA6_ITGB1",0.00785125331487354,0,"MDK_ITGA6_ITGB1","MDK - (ITGA6+ITGB1)","MK","Secreted Signaling","PMID: 28356350"
"Pericyte","Endothelial","MDK","ITGA6_ITGB1",0.00418513878379729,0,"MDK_ITGA6_ITGB1","MDK - (ITGA6+ITGB1)","MK","Secreted Signaling","PMID: 28356350"
"MSC","MSC","MDK","LRP1",0.0171145299022471,0,"MDK_LRP1","MDK - LRP1","MK","Secreted Signaling","PMID: 28356350"
"Pericyte","MSC","MDK","LRP1",0.00916290902138891,0,"MDK_LRP1","MDK - LRP1","MK","Secreted Signaling","PMID: 28356350"
"MSC","TAM_CLEC_LAM","MDK","LRP1",0.00470822978904086,0,"MDK_LRP1","MDK - LRP1","MK","Secreted Signaling","PMID: 28356350"
"Pericyte","TAM_CLEC_LAM","MDK","LRP1",0.00250603178659502,0,"MDK_LRP1","MDK - LRP1","MK","Secreted Signaling","PMID: 28356350"
"MSC","Endothelial","MDK","NCL",0.00737932963971368,0,"MDK_NCL","MDK - NCL","MK","Secreted Signaling","PMID: 28356350"
"Pericyte","Endothelial","MDK","NCL",0.00393270469266916,0,"MDK_NCL","MDK - NCL","MK","Secreted Signaling","PMID: 28356350"
"MSC","MSC","MDK","NCL",0.00735925252134401,0,"MDK_NCL","MDK - NCL","MK","Secreted Signaling","PMID: 28356350"
"Pericyte","MSC","MDK","NCL",0.00392196783816041,0,"MDK_NCL","MDK - NCL","MK","Secreted Signaling","PMID: 28356350"
"MSC","Osteoclast","MDK","NCL",0.0151608662701039,0,"MDK_NCL","MDK - NCL","MK","Secreted Signaling","PMID: 28356350"
"Pericyte","Osteoclast","MDK","NCL",0.00810945242679765,0,"MDK_NCL","MDK - NCL","MK","Secreted Signaling","PMID: 28356350"
"MSC","Pericyte","MDK","NCL",0.00743260545682302,0,"MDK_NCL","MDK - NCL","MK","Secreted Signaling","PMID: 28356350"
"Pericyte","Pericyte","MDK","NCL",0.00396119655242425,0,"MDK_NCL","MDK - NCL","MK","Secreted Signaling","PMID: 28356350"
"MSC","T_NK","MDK","NCL",0.00817194689612617,0,"MDK_NCL","MDK - NCL","MK","Secreted Signaling","PMID: 28356350"
"Pericyte","T_NK","MDK","NCL",0.00435674322006458,0,"MDK_NCL","MDK - NCL","MK","Secreted Signaling","PMID: 28356350"
"MSC","TAM_CLEC_LAM","MDK","NCL",0.00648049380091255,0,"MDK_NCL","MDK - NCL","MK","Secreted Signaling","PMID: 28356350"
"Pericyte","TAM_CLEC_LAM","MDK","NCL",0.00345222334585533,0,"MDK_NCL","MDK - NCL","MK","Secreted Signaling","PMID: 28356350"
"MSC","TAM_other","MDK","NCL",0.00658173414192807,0,"MDK_NCL","MDK - NCL","MK","Secreted Signaling","PMID: 28356350"
"Pericyte","TAM_other","MDK","NCL",0.00350632204120192,0,"MDK_NCL","MDK - NCL","MK","Secreted Signaling","PMID: 28356350"
"MSC","TIM","MDK","NCL",0.00745396186061635,0,"MDK_NCL","MDK - NCL","MK","Secreted Signaling","PMID: 28356350"
"Pericyte","TIM","MDK","NCL",0.00397261833933951,0,"MDK_NCL","MDK - NCL","MK","Secreted Signaling","PMID: 28356350"
"MSC","Tumor","MDK","NCL",0.00228129600790836,0,"MDK_NCL","MDK - NCL","MK","Secreted Signaling","PMID: 28356350"
"Pericyte","Tumor","MDK","NCL",0.00121287354090261,0,"MDK_NCL","MDK - NCL","MK","Secreted Signaling","PMID: 28356350"
"TAM_CLEC_LAM","TAM_CLEC_LAM","C3","C3AR1",0.00321608180755482,0,"C3_C3AR1","C3 - C3AR1","COMPLEMENT","Secreted Signaling","KEGG: hsa04080"
"Tumor","TAM_CLEC_LAM","C3","C3AR1",0.00348355427694976,0,"C3_C3AR1","C3 - C3AR1","COMPLEMENT","Secreted Signaling","KEGG: hsa04080"
"TAM_CLEC_LAM","TAM_other","C3","C3AR1",0.00276130442154567,0,"C3_C3AR1","C3 - C3AR1","COMPLEMENT","Secreted Signaling","KEGG: hsa04080"
"Tumor","TAM_other","C3","C3AR1",0.0029910678309597,0,"C3_C3AR1","C3 - C3AR1","COMPLEMENT","Secreted Signaling","KEGG: hsa04080"
"TAM_CLEC_LAM","TAM_CLEC_LAM","C3","ITGAX_ITGB2",0.00430567789082643,0,"C3_ITGAX_ITGB2","C3 - (ITGAX+ITGB2)","COMPLEMENT","Secreted Signaling","PMID: 16234578"
