"source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"TIM","TAM_CLEC_LAM","MIF","CD74_CD44",0.0319466834013928,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"TIM","TAM_other","MIF","CD74_CD44",0.0315895260989539,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"Pericyte","TAM_CLEC_LAM","APP","TREM2_TYROBP",0.0313632502760489,0,"APP_TREM2_TYROBP","APP - (TREM2+TYROBP)","APP","Cell-Cell Contact","PMID:27477013"
"TAM_CLEC_LAM","TAM_CLEC_LAM","MIF","CD74_CD44",0.0305864763723887,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"TAM_CLEC_LAM","TAM_other","MIF","CD74_CD44",0.0302440508088589,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"TIM","TIM","MIF","CD74_CD44",0.0290231384305991,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"TAM_other","TAM_CLEC_LAM","MIF","CD74_CD44",0.0289520006139995,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"TAM_other","TAM_other","MIF","CD74_CD44",0.0286273331740767,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"MSC","TAM_CLEC_LAM","APP","TREM2_TYROBP",0.0279251602358792,0,"APP_TREM2_TYROBP","APP - (TREM2+TYROBP)","APP","Cell-Cell Contact","PMID:27477013"
"TAM_CLEC_LAM","TIM","MIF","CD74_CD44",0.0277838357938787,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"Tumor","TIM","SPP1","CD44",0.0274226872270909,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"TAM_other","TIM","MIF","CD74_CD44",0.0262950647526912,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"Tumor","TAM_other","SPP1","CD44",0.0231681979659783,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"Tumor","TAM_CLEC_LAM","SPP1","CD44",0.0222511917603253,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"TAM_CLEC_LAM","TIM","SPP1","CD44",0.0203741624547115,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"TIM","TIM","SPP1","CD44",0.0199703090762647,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"TAM_CLEC_LAM","TAM_other","SPP1","CD44",0.0171938832697829,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"Osteoclast","TAM_other","APP","TREM2_TYROBP",0.0170853955581009,0,"APP_TREM2_TYROBP","APP - (TREM2+TYROBP)","APP","Cell-Cell Contact","PMID:27477013"
"TAM_CLEC_LAM","TIM","LGALS9","CD44",0.0168590445641705,0,"LGALS9_CD44","LGALS9 - CD44","GALECTIN","Secreted Signaling","PMID: 25065622"
"TIM","TAM_other","SPP1","CD44",0.0168519844487072,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"TAM_CLEC_LAM","TAM_CLEC_LAM","SPP1","CD44",0.0165093462574768,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"TIM","TAM_CLEC_LAM","SPP1","CD44",0.0161808352871849,0,"SPP1_CD44","SPP1 - CD44","SPP1","Secreted Signaling","PMID: 21907263"
"TAM_other","TIM","LGALS9","CD44",0.0153110964749991,0,"LGALS9_CD44","LGALS9 - CD44","GALECTIN","Secreted Signaling","PMID: 25065622"
"TIM","TIM","LGALS9","CD44",0.0147010362329859,0,"LGALS9_CD44","LGALS9 - CD44","GALECTIN","Secreted Signaling","PMID: 25065622"
"TAM_CLEC_LAM","TAM_other","LGALS9","CD44",0.0142194889438644,0,"LGALS9_CD44","LGALS9 - CD44","GALECTIN","Secreted Signaling","PMID: 25065622"
"Pericyte","TAM_other","APP","TREM2_TYROBP",0.0139570220576769,0,"APP_TREM2_TYROBP","APP - (TREM2+TYROBP)","APP","Cell-Cell Contact","PMID:27477013"
"TAM_CLEC_LAM","TAM_CLEC_LAM","LGALS9","CD44",0.013651726056593,0,"LGALS9_CD44","LGALS9 - CD44","GALECTIN","Secreted Signaling","PMID: 25065622"
"TAM_other","TAM_other","LGALS9","CD44",0.0129107144711253,0,"LGALS9_CD44","LGALS9 - CD44","GALECTIN","Secreted Signaling","PMID: 25065622"
"MSC","TAM_other","APP","TREM2_TYROBP",0.0124025991665298,0,"APP_TREM2_TYROBP","APP - (TREM2+TYROBP)","APP","Cell-Cell Contact","PMID:27477013"
"TIM","TAM_other","LGALS9","CD44",0.0123950919004327,0,"LGALS9_CD44","LGALS9 - CD44","GALECTIN","Secreted Signaling","PMID: 25065622"
"TAM_other","TAM_CLEC_LAM","LGALS9","CD44",0.0123945519374843,0,"LGALS9_CD44","LGALS9 - CD44","GALECTIN","Secreted Signaling","PMID: 25065622"
"TIM","TAM_CLEC_LAM","LGALS9","CD44",0.0118992951406859,0,"LGALS9_CD44","LGALS9 - CD44","GALECTIN","Secreted Signaling","PMID: 25065622"
"Endothelial","TAM_other","APP","SORL1",0.0114004548108086,0,"APP_SORL1","APP - SORL1","APP","Cell-Cell Contact","PMID: 24523320"
"MSC","TAM_CLEC_LAM","ANXA1","FPR3",0.0111017365741605,0,"ANXA1_FPR3","ANXA1 - FPR3","ANNEXIN","Secreted Signaling","PMID: 33082511"
"TIM","TAM_CLEC_LAM","ANXA1","FPR3",0.0103106085715869,0,"ANXA1_FPR3","ANXA1 - FPR3","ANNEXIN","Secreted Signaling","PMID: 33082511"
"TAM_CLEC_LAM","TAM_other","LGALS9","PTPRC",0.0102453281534298,0,"LGALS9_CD45","LGALS9 - CD45","GALECTIN","Secreted Signaling","PMID: 30120235"
"Endothelial","TAM_CLEC_LAM","ANXA1","FPR3",0.00941309316291966,0,"ANXA1_FPR3","ANXA1 - FPR3","ANNEXIN","Secreted Signaling","PMID: 33082511"
"Osteoclast","TAM_CLEC_LAM","ANXA1","FPR3",0.00939999766115749,0,"ANXA1_FPR3","ANXA1 - FPR3","ANNEXIN","Secreted Signaling","PMID: 33082511"
"TAM_other","TAM_other","LGALS9","PTPRC",0.00929888853159227,0,"LGALS9_CD45","LGALS9 - CD45","GALECTIN","Secreted Signaling","PMID: 30120235"
"TAM_CLEC_LAM","TAM_CLEC_LAM","LGALS9","PTPRC",0.00922393715755332,0,"LGALS9_CD45","LGALS9 - CD45","GALECTIN","Secreted Signaling","PMID: 30120235"
"TIM","TAM_other","LGALS9","PTPRC",0.00892620908947626,0,"LGALS9_CD45","LGALS9 - CD45","GALECTIN","Secreted Signaling","PMID: 30120235"
"TAM_other","TAM_CLEC_LAM","ANXA1","FPR3",0.00886191307091988,0,"ANXA1_FPR3","ANXA1 - FPR3","ANNEXIN","Secreted Signaling","PMID: 33082511"
"TAM_other","TAM_CLEC_LAM","LGALS9","PTPRC",0.0083710532478947,0,"LGALS9_CD45","LGALS9 - CD45","GALECTIN","Secreted Signaling","PMID: 30120235"
"Osteoclast","TIM","LGALS9","CD44",0.00834179384179537,0,"LGALS9_CD44","LGALS9 - CD44","GALECTIN","Secreted Signaling","PMID: 25065622"
"TIM","TAM_CLEC_LAM","LGALS9","PTPRC",0.00803525784657521,0,"LGALS9_CD45","LGALS9 - CD45","GALECTIN","Secreted Signaling","PMID: 30120235"
"TAM_CLEC_LAM","TAM_CLEC_LAM","ANXA1","FPR3",0.00781873621480939,0,"ANXA1_FPR3","ANXA1 - FPR3","ANNEXIN","Secreted Signaling","PMID: 33082511"
"Osteoclast","TAM_other","LGALS9","CD44",0.00702622110683429,0,"LGALS9_CD44","LGALS9 - CD44","GALECTIN","Secreted Signaling","PMID: 25065622"
"Osteoclast","TAM_CLEC_LAM","LGALS9","CD44",0.00674370978286137,0,"LGALS9_CD44","LGALS9 - CD44","GALECTIN","Secreted Signaling","PMID: 25065622"
"Osteoclast","TAM_other","LGALS9","PTPRC",0.00505218086035791,0,"LGALS9_CD45","LGALS9 - CD45","GALECTIN","Secreted Signaling","PMID: 30120235"
"Tumor","TAM_CLEC_LAM","C3","ITGAX_ITGB2",0.00466334504938834,0,"C3_ITGAX_ITGB2","C3 - (ITGAX+ITGB2)","COMPLEMENT","Secreted Signaling","PMID: 16234578"
"TAM_CLEC_LAM","TIM","LGALS9","PTPRC",0.0046250310019532,0,"LGALS9_CD45","LGALS9 - CD45","GALECTIN","Secreted Signaling","PMID: 30120235"
"Osteoclast","TAM_CLEC_LAM","LGALS9","PTPRC",0.00454613407183448,0,"LGALS9_CD45","LGALS9 - CD45","GALECTIN","Secreted Signaling","PMID: 30120235"
"TAM_CLEC_LAM","TAM_CLEC_LAM","C3","ITGAX_ITGB2",0.00430567789082643,0,"C3_ITGAX_ITGB2","C3 - (ITGAX+ITGB2)","COMPLEMENT","Secreted Signaling","PMID: 16234578"
"TAM_other","TIM","LGALS9","PTPRC",0.00419558052691723,0,"LGALS9_CD45","LGALS9 - CD45","GALECTIN","Secreted Signaling","PMID: 30120235"
"TAM_CLEC_LAM","TIM","LGALS9","P4HB",0.00417695588946059,0,"LGALS9_P4HB","LGALS9 - P4HB","GALECTIN","Secreted Signaling","PMID:21670307;uniprot"
"TAM_CLEC_LAM","TAM_CLEC_LAM","LGALS9","P4HB",0.00414435824410273,0,"LGALS9_P4HB","LGALS9 - P4HB","GALECTIN","Secreted Signaling","PMID:21670307;uniprot"
"TIM","TIM","LGALS9","PTPRC",0.00402659939900751,0,"LGALS9_CD45","LGALS9 - CD45","GALECTIN","Secreted Signaling","PMID: 30120235"
"T_NK","TAM_CLEC_LAM","ANXA1","FPR3",0.00393050329952922,0,"ANXA1_FPR3","ANXA1 - FPR3","ANNEXIN","Secreted Signaling","PMID: 33082511"
"TAM_CLEC_LAM","TAM_other","LGALS9","P4HB",0.00387724207632879,0,"LGALS9_P4HB","LGALS9 - P4HB","GALECTIN","Secreted Signaling","PMID:21670307;uniprot"
"TAM_other","TIM","LGALS9","P4HB",0.00378895239907497,0,"LGALS9_P4HB","LGALS9 - P4HB","GALECTIN","Secreted Signaling","PMID:21670307;uniprot"
"TAM_other","TAM_CLEC_LAM","LGALS9","P4HB",0.00375937136498613,0,"LGALS9_P4HB","LGALS9 - P4HB","GALECTIN","Secreted Signaling","PMID:21670307;uniprot"
"Tumor","TAM_CLEC_LAM","ANXA1","FPR3",0.00367591142987908,0,"ANXA1_FPR3","ANXA1 - FPR3","ANNEXIN","Secreted Signaling","PMID: 33082511"
"Osteoclast","TAM_other","APP","SORL1",0.00366099280345082,0,"APP_SORL1","APP - SORL1","APP","Cell-Cell Contact","PMID: 24523320"
"TIM","TIM","LGALS9","P4HB",0.00363628881485298,0,"LGALS9_P4HB","LGALS9 - P4HB","GALECTIN","Secreted Signaling","PMID:21670307;uniprot"
"TIM","TAM_CLEC_LAM","LGALS9","P4HB",0.00360789533636887,0,"LGALS9_P4HB","LGALS9 - P4HB","GALECTIN","Secreted Signaling","PMID:21670307;uniprot"
"Endothelial","TAM_CLEC_LAM","GAS6","AXL",0.00359739587196999,0,"GAS6_AXL","GAS6 - AXL","GAS","Secreted Signaling","PMID: 27801848"
"TAM_other","TAM_other","LGALS9","P4HB",0.00351698111026658,0,"LGALS9_P4HB","LGALS9 - P4HB","GALECTIN","Secreted Signaling","PMID:21670307;uniprot"
"Tumor","TAM_CLEC_LAM","C3","C3AR1",0.00348355427694976,0,"C3_C3AR1","C3 - C3AR1","COMPLEMENT","Secreted Signaling","KEGG: hsa04080"
"TAM_CLEC_LAM","TAM_CLEC_LAM","LGALS9","HAVCR2",0.00339250536573385,0,"LGALS9_HAVCR2","LGALS9 - HAVCR2","GALECTIN","Secreted Signaling","PMID: 27192565"
"TIM","TAM_other","LGALS9","P4HB",0.00337523860240245,0,"LGALS9_P4HB","LGALS9 - P4HB","GALECTIN","Secreted Signaling","PMID:21670307;uniprot"
"TAM_CLEC_LAM","TAM_CLEC_LAM","C3","C3AR1",0.00321608180755482,0,"C3_C3AR1","C3 - C3AR1","COMPLEMENT","Secreted Signaling","KEGG: hsa04080"
"TAM_other","TAM_CLEC_LAM","LGALS9","HAVCR2",0.00307714545393011,0,"LGALS9_HAVCR2","LGALS9 - HAVCR2","GALECTIN","Secreted Signaling","PMID: 27192565"
"TAM_CLEC_LAM","TAM_other","LGALS9","HAVCR2",0.00306625539088326,0,"LGALS9_HAVCR2","LGALS9 - HAVCR2","GALECTIN","Secreted Signaling","PMID: 27192565"
"Tumor","TAM_other","C3","C3AR1",0.0029910678309597,0,"C3_C3AR1","C3 - C3AR1","COMPLEMENT","Secreted Signaling","KEGG: hsa04080"
"Pericyte","TAM_other","APP","SORL1",0.00298319669844051,0,"APP_SORL1","APP - SORL1","APP","Cell-Cell Contact","PMID: 24523320"
"TIM","TAM_CLEC_LAM","LGALS9","HAVCR2",0.0029530768124799,0,"LGALS9_HAVCR2","LGALS9 - HAVCR2","GALECTIN","Secreted Signaling","PMID: 27192565"
"TAM_other","TAM_other","LGALS9","HAVCR2",0.00278113833429803,0,"LGALS9_HAVCR2","LGALS9 - HAVCR2","GALECTIN","Secreted Signaling","PMID: 27192565"
"TAM_CLEC_LAM","TAM_other","C3","C3AR1",0.00276130442154567,0,"C3_C3AR1","C3 - C3AR1","COMPLEMENT","Secreted Signaling","KEGG: hsa04080"
"TIM","TAM_other","LGALS9","HAVCR2",0.00266897256862597,0,"LGALS9_HAVCR2","LGALS9 - HAVCR2","GALECTIN","Secreted Signaling","PMID: 27192565"
"MSC","TAM_other","APP","SORL1",0.00264767008270256,0,"APP_SORL1","APP - SORL1","APP","Cell-Cell Contact","PMID: 24523320"
"Osteoclast","TIM","LGALS9","PTPRC",0.00227415168567957,0,"LGALS9_CD45","LGALS9 - CD45","GALECTIN","Secreted Signaling","PMID: 30120235"
"Pericyte","TAM_CLEC_LAM","ANXA1","FPR3",0.00217816290720612,0,"ANXA1_FPR3","ANXA1 - FPR3","ANNEXIN","Secreted Signaling","PMID: 33082511"
"Osteoclast","TIM","LGALS9","P4HB",0.002053360998638,0,"LGALS9_P4HB","LGALS9 - P4HB","GALECTIN","Secreted Signaling","PMID:21670307;uniprot"
"Osteoclast","TAM_CLEC_LAM","LGALS9","P4HB",0.00203730232874543,0,"LGALS9_P4HB","LGALS9 - P4HB","GALECTIN","Secreted Signaling","PMID:21670307;uniprot"
"Osteoclast","TAM_other","LGALS9","P4HB",0.00190573227058558,0,"LGALS9_P4HB","LGALS9 - P4HB","GALECTIN","Secreted Signaling","PMID:21670307;uniprot"
"Osteoclast","TAM_CLEC_LAM","LGALS9","HAVCR2",0.00166706320481762,0,"LGALS9_HAVCR2","LGALS9 - HAVCR2","GALECTIN","Secreted Signaling","PMID: 27192565"
"Endothelial","TAM_CLEC_LAM","GAS6","MERTK",0.00160982787222269,0,"GAS6_MERTK","GAS6 - MERTK","GAS","Secreted Signaling","PMID: 27801848"
"Osteoclast","TAM_other","LGALS9","HAVCR2",0.0015064944802884,0,"LGALS9_HAVCR2","LGALS9 - HAVCR2","GALECTIN","Secreted Signaling","PMID: 27192565"
