TF,fdr,nes,es,tag %,gene %,lead_genes
ATF5 human tf ARCHS4 coexpression,0.0,2.1682354168969753,0.7271532111025132,42/70,12.24%,C1QC;C1QA;IER3;CD14;CD163;CTSB;CTSL;TREM2;PLAUR;SLCO2B1;STAB1;VSIG4;APOC1;SDS;MAFB;GADD45B;FOLR2;CEBPB;HMOX1;CTSD;LGMN;C2;RNASE1;NFKB1;IL1RN;SLC15A3;CLEC5A;MMP19;ICAM1;FCGR2B;DUSP2;EBI3;SIGLEC1;LILRB5;IFI30;PPIF;PLEKHO2;HLA-DRB1;METRNL;PIM3;TOM1;EHD1
NR4A2 human tf ARCHS4 coexpression,0.0,2.162948739567354,0.7545692574581664,44/82,10.88%,OLR1;GPR34;NFKBIA;GADD45B;CCL4L2;CCL3L3;DUSP1;HBEGF;SAMSN1;TNFAIP3;SOCS3;RHOB;NLRP3;ATF3;SGK1;GPR183;EGR2;RASGEF1B;RGS2;ZNF331;EGR1;NFKBIZ;JUNB;OSM;PTGS2;MAF;NFKB1;RGS1;CD83;PPP1R15A;CREM;JUND;DUSP2;IER2;HSPA1A;JUN;PELI1;OTUD1;BHLHE40;KLF2;DNAJB1;PRDM1;USP36;FOS
ZNF267 human tf ARCHS4 coexpression,0.0,2.154858595259992,0.7618521906288307,53/80,16.17%,IER3;MS4A7;C5AR1;PLAUR;SOD2;CXCL3;OLR1;IL1B;GADD45B;CCL3L3;SAMSN1;TNFAIP3;SOCS3;CEBPB;NLRP3;RGS2;NFKBIZ;OSM;PTGS2;NFKB1;IL1RN;SLC15A3;TREM1;CD83;ICAM1;CCRL2;FCGR2B;DUSP2;AQP9;TNF;IFI30;PELI1;EIF2AK3;DMXL2;PPIF;PLEKHO2;HLA-DRB1;METRNL;PIM3;STAT1;GK;ITGAX;EHD1;DENND5A;GBP1;IRF1;HCAR2;PLK3;FPR2;HCAR3;NR4A3;TNFAIP6;IER5
FOSL2 human tf ARCHS4 coexpression,0.0,2.149877589073182,0.7061898693918954,51/100,18.74%,IER3;C5AR1;PLAUR;SOD2;CXCL3;OLR1;GADD45B;HBEGF;SOCS3;CEBPB;NLRP3;ATF3;NFKBIZ;JUNB;OSM;G0S2;PTGS2;NFKB1;IL1RN;SLC15A3;TREM1;MMP19;THBD;ICAM1;CCRL2;FOSB;CDKN1A;ITGAM;OTUD1;PPIF;BHLHE40;PLEKHO2;METRNL;PIM3;ARAP1;TOM1;ITGAX;EHD1;DENND5A;SPI1;RUNX1;HCAR2;PLK3;GRASP;NR4A3;PNPLA6;TYMP;CD300E;PRKCD;TFE3;BCL3
AHR human tf ARCHS4 coexpression,0.0,2.147038041204238,0.7336859345964051,34/69,12.29%,IER3;MS4A7;CXCL2;PLAUR;OLR1;NFKBIA;MAFB;HBEGF;SAMSN1;TNFAIP3;CEBPB;NLRP3;SGK1;NFKBIZ;OSM;GPNMB;PTGS2;NFKB1;TREM1;CD83;PPP1R15A;THBD;ICAM1;FOSB;OTUD1;DMXL2;PPIF;BHLHE40;PLEKHO2;HLA-DRB1;METRNL;PIM3;TRIB1;DENND5A
CREBL2 human tf ARCHS4 coexpression,0.0,2.114308019746365,0.7460451686184402,24/51,8.87%,C1QC;C1QA;C1QB;CD14;MS4A7;CD163;CTSB;CTSL;TREM2;SLCO2B1;MSR1;VSIG4;MS4A4A;MAFB;LIPA;CD81;CTSD;LGMN;GPNMB;SLC15A3;FCGR2B;SIGLEC1;IFI30;ITGAM
NFE2L2 human tf ARCHS4 coexpression,0.0,2.1127106618398876,0.7106890617950765,49/89,12.24%,C1QC;C1QA;IER3;CD163;CXCL2;CTSB;CTSL;PLAUR;SOD2;DAB2;CXCL3;STAB1;OLR1;IL1B;VSIG4;MS4A4A;MAFB;FOLR2;HBEGF;BCL2A1;SOCS3;CEBPB;CTSD;ATF3;LGMN;GPNMB;PTGS2;RNASE1;NFKB1;IL1RN;SLC15A3;CD83;MMP19;THBD;CCRL2;CCL2;SIGLEC1;TNF;CDKN1A;IFI30;B4GALT1;PPIF;BHLHE40;PLEKHO2;METRNL;PIM3;GK;TOM1;EHD1
MSC human tf ARCHS4 coexpression,0.0,2.0991245277651798,0.7090570306972697,62/100,12.49%,C1QC;C1QA;IER3;CD14;CCL3;CD163;C5AR1;CXCL2;CTSB;CTSL;TREM2;PLAUR;SOD2;CXCL3;STAB1;OLR1;IL1B;VSIG4;MS4A4A;MAFB;GADD45B;CCL3L3;FOLR2;BCL2A1;SAMSN1;SOCS3;CEBPB;HMOX1;CTSD;ATF3;LGMN;GPNMB;PTGS2;RNASE1;NFKB1;IL1RN;IL10;SLC15A3;CD83;CLEC5A;MMP19;THBD;ICAM1;CCRL2;FCGR2B;CCL2;DUSP2;EBI3;SIGLEC1;TNF;LILRB5;CDKN1A;IFI30;STX4;PPIF;PLEKHO2;HLA-DRB1;METRNL;PIM3;TOM1;EHD1;CCL8
MTF1 human tf ARCHS4 coexpression,0.0,2.090557163231515,0.6992935248778468,55/102,13.35%,IER3;CD14;MS4A7;CD163;C5AR1;CXCL2;CTSL;PLAUR;SOD2;CXCL3;OLR1;IL1B;NFKBIA;MAFB;BCL2A1;SAMSN1;TNFAIP3;SOCS3;CEBPB;NLRP3;NFKBIZ;CXCL1;PTGS2;NFKB1;IL1RN;IL10;SLC15A3;TREM1;CD83;CLEC5A;MMP19;ICAM1;CCRL2;FCGR2B;CCL2;IL6;SIGLEC1;AQP9;TNF;IFI30;ITGAM;PELI1;DMXL2;PPIF;PLEKHO2;METRNL;PIM3;ARAP1;TOM1;ITGAX;CXCL5;EHD1;GBP1;SPI1;GCH1
IRF5 human tf ARCHS4 coexpression,0.0,2.073588429473082,0.6953568863058733,38/84,12.24%,C1QC;C1QA;CD14;MS4A7;CD163;C5AR1;CTSB;TREM2;PLAUR;STAB1;VSIG4;FOLR2;SOCS3;CEBPB;CTSD;LGMN;RNASE1;NFKB1;IL1RN;SLC15A3;MMP19;ICAM1;FCGR2B;DUSP2;EBI3;SIGLEC1;TNF;LILRB5;IFI30;ITGAM;PLEKHO2;HLA-DRB1;METRNL;PIM3;ARAP1;TOM1;ITGAX;EHD1
TFEC human tf ARCHS4 coexpression,0.0,2.044500078131581,0.6878324539327673,47/84,11.89%,C1QC;C1QA;CD14;MS4A7;CD163;C5AR1;CTSB;CTSL;TREM2;PLAUR;SOD2;MSR1;STAB1;IL1B;VSIG4;MS4A4A;MAFB;LIPA;BCL2A1;SOCS3;CEBPB;CTSD;LGMN;GPNMB;NFKB1;IL1RN;SLC15A3;CD83;CLEC5A;MMP19;ICAM1;CCRL2;FCGR2B;SIGLEC1;AQP9;TNF;IFI30;ITGAM;DMXL2;IFI44;PLEKHO2;HLA-DRB1;METRNL;PIM3;ARAP1;GK;ITGAX
ETV3L human tf ARCHS4 coexpression,0.0,2.041853172844638,0.6826403720577678,51/102,8.92%,C1QC;C1QA;IER3;CCL3;MS4A7;CD163;CXCL2;CTSL;PLAUR;SOD2;CXCL3;STAB1;OLR1;IL1B;VSIG4;MS4A4A;NFKBIA;CCL3L1;MAFB;GADD45B;CCL3L3;FOLR2;BCL2A1;SAMSN1;SOCS3;CEBPB;ATF3;LGMN;CXCL1;PTGS2;RNASE1;NFKB1;IL1RN;IL10;SLC15A3;CD83;MMP19;ICAM1;CCRL2;CCL2;IL6;DUSP2;GADD45G;EBI3;SIGLEC1;TNF;LILRB5;CDKN1A;IL2RA;IFI30;STX4
ZNF438 human tf ARCHS4 coexpression,0.0,2.0315452833142285,0.7037338475092525,29/74,11.89%,C1QA;CD14;MS4A7;CD163;FCGR3A;C5AR1;CTSB;TREM2;PLAUR;STAB1;VSIG4;GPR34;MS4A4A;FOLR2;CEBPB;F13A1;SLC15A3;TREM1;CCRL2;FCGR2B;SIGLEC1;AQP9;LILRB5;IFI30;ITGAM;OTUD1;PLEKHO2;ARAP1;ITGAX
NR1H3 human tf ARCHS4 coexpression,0.0,2.0228665001571646,0.6874832016047553,65/103,13.90%,C1QC;C1QA;C1QB;IER3;CD14;MS4A7;CD163;C5AR1;CTSB;APOE;CTSL;TREM2;PLAUR;SOD2;SLCO2B1;CXCL3;MSR1;STAB1;OLR1;VSIG4;MS4A4A;APOC1;SDS;MAFB;LIPA;FOLR2;PLTP;MERTK;SOCS3;CEBPB;HMOX1;CTSD;ATF3;LGMN;C2;GPNMB;G0S2;RNASE1;IL1RN;SLC15A3;CLEC5A;MMP19;ICAM1;CCRL2;FCGR2B;CCL2;MARCO;SIGLEC1;LILRB5;IFI30;STX4;PPIF;PLEKHO2;BRI3;HLA-DRB1;METRNL;PIM3;TOM1;CEBPA;CCL8;MT1G;SPI1;SDC2;CYP27A1;PQLC1
MAFB human tf ARCHS4 coexpression,0.0,2.007822584876623,0.6833929723980001,58/96,13.80%,C1QC;C1QA;IER3;CD14;MS4A7;CD163;C5AR1;CTSB;CTSL;TREM2;PLAUR;SLCO2B1;CXCL3;MSR1;STAB1;OLR1;IL1B;VSIG4;MS4A4A;TMEM176B;FOLR2;MERTK;CEBPB;HMOX1;CTSD;NLRP3;LGMN;GPNMB;RNASE1;NFKB1;SLC7A8;SLC15A3;CLEC5A;MMP19;THBD;ICAM1;CCRL2;FCGR2B;CCL2;SIGLEC1;LILRB5;IFI30;ITGAM;STX4;DMXL2;PPIF;PLEKHO2;BRI3;METRNL;PIM3;ARAP1;TOM1;ITGAX;EHD1;SPI1;GCH1;SDC2;CYP27A1
BACH1 human tf ARCHS4 coexpression,0.0,2.0068591201614012,0.6903187331317122,33/67,21.16%,MS4A7;C5AR1;PLAUR;SOD2;OLR1;BCL2A1;CEBPB;NLRP3;RGS2;NFKB1;SLC15A3;TREM1;CCRL2;AQP9;ITGAM;PELI1;DMXL2;PLEKHO2;ARAP1;GK;ITGAX;DENND5A;HCAR2;FPR2;APOBEC3A;CD300E;RASSF3;SIRPB1;CR1;SIGLEC14;CLEC12A;CLEC4D;MAP3K3
NR4A1 human tf ARCHS4 coexpression,0.0,2.003714093041015,0.6790868657371301,33/78,16.17%,A2M;GADD45B;HBEGF;SOCS3;RHOB;VEGFA;ATF3;SGK1;EGR2;ZNF331;EGR1;NFKBIZ;JUNB;THBD;JUND;NR4A2;HSPA1A;JUN;OTUD1;BHLHE40;HSPA1B;DNAJB1;USP36;FOS;PIM3;TRIB1;LYVE1;TPCN1;SREBF1;GRASP;BAG3;NR4A3;IER5
PLEK human tf ARCHS4 coexpression,0.0,1.9862668930404783,0.6642339089854349,41/78,18.74%,MS4A7;C5AR1;PLAUR;IL1B;MS4A4A;BCL2A1;SAMSN1;CEBPB;NLRP3;NFKBIZ;OSM;PTGS2;NFKB1;SLC15A3;TREM1;CD83;ICAM1;CCRL2;FCGR2B;DUSP2;AQP9;TNF;IFI30;ITGAM;PELI1;PLEKHO2;HLA-DRB1;PIM3;ARAP1;ITGAX;EHD1;IRF1;SPI1;DOK3;HCAR2;HCAR3;TYMP;CD300E;PRKCD;HK3;BCL3
TIPARP human tf ARCHS4 coexpression,0.0,1.9834968701175966,0.7732716596351905,27/50,12.24%,IER3;PLAUR;NFKBIA;GADD45B;HBEGF;TNFAIP3;SOCS3;ATF3;SGK1;ADM;NFKBIZ;PTGS2;NFKB1;THBD;ICAM1;DUSP2;EREG;FOSB;SERTAD1;CDKN1A;B4GALT1;BHLHE40;USP36;PIM3;COLGALT1;TRIB1;EHD1
BATF human tf ARCHS4 coexpression,0.0,1.9705932154278005,0.6663411608972114,40/81,12.85%,C1QA;IER3;CCL3;PLAUR;SOD2;NFKBIA;CCL3L1;GADD45B;CCL3L3;FOLR2;BCL2A1;CCL4;SAMSN1;TNFAIP3;SOCS3;CEBPB;RNASE1;NFKB1;IL1RN;IL10;SLC15A3;CD83;MMP19;ICAM1;FCGR2B;DUSP2;EBI3;SIGLEC1;TNF;LILRB5;IL2RA;IFI30;IFI44;HLA-DRB1;ISG15;METRNL;PIM3;TOM1;EHD1;IRF1
HLX human tf ARCHS4 coexpression,0.0,1.9648491277617386,0.6606842789004995,43/93,13.25%,C1QC;C1QA;IER3;CD14;CD163;C5AR1;CXCL2;CTSL;PLAUR;SOD2;CXCL3;STAB1;VSIG4;CCL3L3;FOLR2;SOCS3;CEBPB;PTGS2;RNASE1;NFKB1;IL1RN;IL10;SLC15A3;TREM1;MMP19;ICAM1;CCRL2;FCGR2B;SIGLEC1;AQP9;TNF;LILRB5;IFI30;ITGAM;PLEKHO2;METRNL;PIM3;ARAP1;TOM1;ITGAX;EHD1;DPEP2;SPI1
ZFYVE26 human tf ARCHS4 coexpression,0.0,1.9588767241280634,0.6768135083742568,34/81,12.29%,C1QC;C1QA;MS4A7;CD163;CTSB;TREM2;SOD2;SLCO2B1;MSR1;MS4A4A;LIPA;SOCS3;CEBPB;CTSD;GPNMB;NFKB1;IL1RN;IL10;SLC15A3;MMP19;ICAM1;FCGR2B;SIGLEC1;LILRB5;IFI30;ITGAM;DMXL2;PLEKHO2;METRNL;ARAP1;STAT1;TOM1;EHD1;DENND5A
GZF1 human tf ARCHS4 coexpression,0.0,1.951819234399216,0.6945350430987042,32/62,17.98%,NFKBIA;DUSP1;HBEGF;TNFAIP3;RHOB;NLRP3;SGK1;GPR183;JUNB;OSM;RGS1;TREM1;CD83;PPP1R15A;THBD;NR4A2;FOSB;OTUD1;PPIF;BHLHE40;PLEKHO2;USP36;FOS;TRIB1;DENND5A;AGFG1;ARL8A;GRASP;NR4A3;IER5;KLF6;KLHL15
JUN human tf ARCHS4 coexpression,0.0,1.9515892754933575,0.6782427269379652,42/86,16.17%,MS4A7;CXCL2;GADD45B;DUSP1;HBEGF;TNFAIP3;SOCS3;RHOB;ATF3;SGK1;EGR1;NFKBIZ;JUNB;RGS1;PPP1R15A;CCL2;JUND;NR4A2;FOSB;IER2;HSPA1A;CXCL12;HES1;HSPA6;OTUD1;BHLHE40;HSPA1B;KLF2;HSPB1;FOS;TWISTNB;PIM3;TRIB1;LYVE1;ARHGEF40;RGS16;IER5L;PLK3;GRASP;BAG3;NR4A3;IER5
RELB human tf ARCHS4 coexpression,0.0005595956199163497,1.926578179205601,0.6497786537392599,41/93,13.25%,C1QC;C1QA;IER3;CD14;CD163;C5AR1;CTSL;PLAUR;SOD2;CXCL3;STAB1;FOLR2;SAMSN1;SOCS3;CEBPB;CTSD;LGMN;RNASE1;NFKB1;IL1RN;SLC15A3;CD83;MMP19;ICAM1;CCRL2;FCGR2B;EBI3;SIGLEC1;TNF;IFI30;PPIF;PLEKHO2;HLA-DRB1;METRNL;PIM3;ARAP1;TOM1;ITGAX;EHD1;IRF1;SPI1
CEBPB human tf ARCHS4 coexpression,0.0009067521619014925,1.8883312284520952,0.6310244921464703,43/103,12.24%,C1QC;C1QA;IER3;CD14;CD163;FCGR3A;C5AR1;CTSB;CTSL;PLAUR;SOD2;CXCL3;STAB1;VSIG4;MAFB;SOCS3;HMOX1;CTSD;LGMN;OSM;RNASE1;NFKB1;IL1RN;SLC15A3;TREM1;CLEC5A;MMP19;THBD;ICAM1;CCRL2;CCL2;SIGLEC1;AQP9;LILRB5;IFI30;PPIF;PLEKHO2;BRI3;PIM3;ARAP1;TOM1;ITGAX;EHD1
CREM human tf ARCHS4 coexpression,0.0012351434854009518,1.8645568653020803,0.6951853844525419,27/49,8.46%,CCL3;PLAUR;OLR1;CCL3L1;CCL4L2;CCL3L3;BCL2A1;CCL4;SAMSN1;SOCS3;ATF3;GPR183;EGR2;RASGEF1B;ZNF331;ALOX5AP;NFKB1;IL1RN;IL10;CD83;ICAM1;CCRL2;NR4A2;DUSP2;SERTAD1;TNF;IL2RA
EGR3 human tf ARCHS4 coexpression,0.002405279418938696,1.806638149344432,0.690630519801766,12/30,9.37%,NLRP3;ATF3;EGR2;EGR1;NFKBIZ;CD83;JUND;NR4A2;DUSP2;FOSB;NUPR1;OTUD1
KLF4 human tf ARCHS4 coexpression,0.0030132071841649593,1.7997452628466286,0.6217773724617905,35/84,16.17%,MS4A7;GADD45B;HBEGF;SOCS3;CEBPB;RHOB;NLRP3;ATF3;SGK1;NFKBIZ;JUNB;CH25H;FCGBP;RGS1;TREM1;CD83;THBD;JUND;NR4A2;JUN;ITGAM;OTUD1;BHLHE40;KLF2;HLA-DRB1;FOS;METRNL;PIM3;TRIB1;LYVE1;PLK3;GRASP;NR4A3;SNAI1;IER5
FOSB human tf ARCHS4 coexpression,0.0037539539502721786,1.7909356710407753,0.6270262993865858,41/92,18.79%,NFKBIA;GADD45B;DUSP1;HBEGF;TNFAIP3;SOCS3;RHOB;NLRP3;ATF3;SGK1;GPR183;ZNF331;EGR1;NFKBIZ;JUNB;OSM;RGS1;TREM1;CD83;PPP1R15A;THBD;NR4A2;DUSP2;IER2;JUN;OTUD1;BHLHE40;KLF2;USP36;FOS;TRIB1;RUNX1;PLK3;GRASP;NR4A3;IER5;KLF6;RNASE2;RASAL3;BCL3;SPATA13
KLF15 human tf ARCHS4 coexpression,0.0050955048317586306,1.7807687796344962,0.7245968580364147,7/29,7.20%,APOE;APOC1;SDS;C3;RHOB;SERPING1;APOC2
ZFY human tf ARCHS4 coexpression,0.007772161387727078,1.759733758074997,0.7728150641974894,6/16,9.37%,GPR34;LPAR6;NLRP3;NFKBIZ;PELI1;OTUD1
CEBPA human tf ARCHS4 coexpression,0.012315342998916633,1.7323140600817306,0.6159473544593339,24/68,13.90%,C1QC;C1QA;APOE;TREM2;SLCO2B1;STAB1;APOC1;SEPP1;CEBPB;CTSD;C2;G0S2;SLC15A3;IFI30;ITGAM;PLEKHO2;ARAP1;TOM1;CD36;PPARG;SPI1;CYP27A1;TPCN1;PQLC1
NFIL3 human tf ARCHS4 coexpression,0.012601746324472834,1.732948241999145,0.6086285241461564,32/77,20.81%,C5AR1;BCL2A1;CEBPB;PDK4;NLRP3;RGS2;NFKBIZ;OSM;PTGS2;TREM1;AQP9;ITGAM;RETN;ARAP1;ITGAX;TRIB1;DENND5A;SPI1;HCAR2;FPR2;HCAR3;APOBEC3A;SIRPB1;NFAM1;HK3;BCL3;NADK;ATG16L2;SIGLEC14;CLEC12A;CLEC4D;PER1
ZNF331 human tf ARCHS4 coexpression,0.014362954244519641,1.7210194816823117,0.7150598448443439,13/31,10.88%,OLR1;TNFAIP3;PDK4;RASGEF1B;EGR1;JUNB;RGS1;CREM;JUND;FOSB;NAF1;RIN2;FOS
FOS human tf ARCHS4 coexpression,0.023701713031964233,1.6827990221384015,0.6468084522965101,18/43,9.92%,NFKBIA;TNFAIP3;ATF3;GPR183;RASGEF1B;RGS2;EGR1;NFKBIZ;JUNB;RGS1;PPP1R15A;JUND;NR4A2;FOSB;IER2;JUN;CXCL12;DNAJB1
KLF10 human tf ARCHS4 coexpression,0.025706423789907312,1.6735284680722944,0.6402390522961596,24/50,16.22%,NFKBIA;GADD45B;HBEGF;NLRP3;ATF3;SGK1;RGS2;EGR1;NFKBIZ;CD83;NR4A2;FOSB;SERTAD1;OTUD1;BHLHE40;FOS;PIM3;TRIB1;RUNX1;PLK3;GRASP;NR4A3;IER5;DDIT3
ZFP36 human tf ARCHS4 coexpression,0.02625336897692662,1.674295021668203,0.5737704278190975,37/96,15.72%,C5AR1;NFKBIA;GADD45B;DUSP1;TNFAIP3;SOCS3;CEBPB;RHOB;NLRP3;ATF3;NFKBIZ;RGS1;TREM1;PPP1R15A;JUND;NR4A2;DUSP2;FOSB;IER2;JUN;CXCL12;OTUD1;BHLHE40;KLF2;HLA-DRB1;FOS;PIM3;ARAP1;ITGAX;IRF1;DPEP2;SPI1;GIMAP6;HCAR2;PLK3;GRASP;NR4A3
JDP2 human tf ARCHS4 coexpression,0.02651417341984609,1.6705607571003256,0.5556558429567416,39/91,12.54%,C1QC;C1QA;CD14;MS4A7;CD163;FCGR3A;C5AR1;CTSB;CTSL;TREM2;PLAUR;SLCO2B1;STAB1;VSIG4;MAFB;FOLR2;CEBPB;HMOX1;CTSD;LGMN;RNASE1;SLC15A3;TREM1;CLEC5A;MMP19;THBD;FCGR2B;SIGLEC1;AQP9;LILRB5;IFI30;ITGAM;BRI3;METRNL;ARAP1;TOM1;ITGAX;EHD1;ARHGEF40
MLXIPL human tf ARCHS4 coexpression,0.028203619243784023,1.6641762075470055,0.6958293177712064,10/28,7.20%,APOE;A2M;APOC1;SDS;C3;TMEM176B;C2;HAMP;SERPING1;APOC2
